,LEMMA_PARENT,LEMMA_GRAND_PARENT,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3
106735,revelar,esbarrar,edição,,
106736,edição,em,,,
106737,em,revelar,o,de,
106738,edição,em,ontem,,
106739,de,edição,,,
106740,esbarrar,,,,
106741,,,ainda_assim,",",plano
106742,esbarrar,,problema,,
106743,em,esbarrar,,,
106744,esbarrar,,,,
106745,embargo,ser,,,
106746,ser,,o,,
106747,,,embargo,medida,permitir
106748,medida,ser,,,
106749,ser,,um,para,
106750,medida,ser,admitir,,
106751,admitir,para,,,
106752,TSE,admitir,,,
106753,admitir,para,o,,
106754,para,medida,que,TSE,constitucionalidade
106755,constitucionalidade,admitir,,,
106756,admitir,para,o,de,
106757,constitucionalidade,admitir,questão,,
106758,questão,de,,,
106759,de,constitucionalidade,o,,
106760,permitir,ser,,,
106761,ser,,o_que,ser,
106762,ser,permitir,,,
106763,assunto,ser,,,
106764,ser,permitir,o,,
106765,permitir,ser,que,assunto,levar
106766,ser,permitir,a,,
106767,levar,ser,STF,,
106768,STF,a,,,
106769,a,levar,o,,
106770,ser,,,,
106771,admitir,,defesa,,
106772,defesa,em,,,
106773,defesa,em,,,
106774,em,admitir,o,seu,encaminhar
106775,defesa,em,ontem,a,
106776,encaminhar,defesa,,,
106777,encaminhar,defesa,TSE,,
106778,TSE,a,,,
106779,a,encaminhar,o,,
106780,admitir,,,,
106781,admitir,,,,
106782,,,em,",",ela
106783,admitir,,cometer,,
106784,ter,admitir,erro,em,
106785,erro,cometer,,,
106786,erro,cometer,,,
106787,cometer,ter,um,«,de
106788,erro,cometer,interpretação,,
106789,de,erro,,,
106790,erro,cometer,,,
106791,cometer,ter,produção,,
106792,produção,em,,,
106793,em,cometer,o,de,
106794,produção,em,reportagem,,
106795,reportagem,de,,,
106796,de,produção,o,afirmar,
106797,afirmar,reportagem,o_qual,,
106798,em,afirmar,,,
106799,afirmar,reportagem,,,
106800,reportagem,de,em,Franco,poder
106801,poder,afirmar,,,
106802,PT,poder,,,
106803,poder,afirmar,o,,
106804,poder,afirmar,,,
106805,ganhar,dar,,,
106806,dar,poder,caso,eleição,
106807,eleição,ganhar,,,
106808,ganhar,dar,o,presidencial,
106809,eleição,ganhar,,,
106810,poder,afirmar,,,
106811,afirmar,reportagem,que,PT,","
106812,poder,afirmar,ganhar,calote,em
106813,calote,dar,,,
106814,calote,dar,,,
106815,dar,poder,«,um,
106816,dar,poder,dívida,»,
106817,dívida,em,,,
106818,em,dar,o,interno,
106819,dívida,em,,,
106820,em,dar,,,
106821,admitir,,,,
106822,destaque,ser,,,
106823,ser,,o,de,
106824,destaque,ser,HBO,,
106825,HBO,de,,,
106826,de,destaque,o,,
106827,,,destaque,Exterminador_do_Futuro_2_--_O_Julgamento_Final,.
106828,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,,,
106829,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,,,
106830,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,,,
106831,ser,,o,inédito,«
106832,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,,,
106833,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,,,
106834,Exterminador_do_Futuro_2_--_O_Julgamento_Final,ser,ser,,
106835,ser,em,,,
106836,ser,em,,,
106837,em,Exterminador_do_Futuro_2_--_O_Julgamento_Final,que,Schwarzenegger,robô
106838,robô,ser,,,
106839,ser,em,um,com,vir
106840,robô,ser,aparência,,
106841,com,robô,humano,,
106842,aparência,com,,,
106843,vir,robô,,,
106844,robô,ser,que,de,
106845,vir,robô,futuro,,
106846,futuro,de,,,
106847,de,vir,o,para,
106848,futuro,de,proteger,,
106849,para,futuro,garoto,,
106850,garoto,proteger,,,
106851,proteger,para,um,,
106852,ser,,,,
106853,governador,convencer,,,
106854,convencer,,o,,
106855,convencer,,,,
106856,,,governador,se,ainda
106857,convencer,,,,
106858,convencer,,abandonar,,
106859,abandonar,de,,,
106860,abandonar,de,,,
106861,abandonar,de,,,
106862,de,convencer,que,",",se
106863,candidatura,abandonar,,,
106864,abandonar,de,o,,
106865,abandonar,de,,,
106866,abandonar,de,tornar,e,perder
106867,tornar,poder,,,
106868,poder,abandonar,se,refém,
106869,tornar,poder,de,,
106870,refém,tornar,Quércia,,
106871,de,refém,,,
106872,poder,abandonar,,,
106873,poder,abandonar,poder,em,
106874,poder,perder,,,
106875,perder,poder,o,de,
106876,poder,perder,influência,,
106877,de,poder,,,
106878,perder,poder,escolha,,
106879,escolha,em,,,
106880,em,perder,o,de,
106881,escolha,em,candidato,,
106882,candidato,de,,,
106883,de,escolha,o,de,
106884,candidato,de,PMDB,,
106885,PMDB,de,,,
106886,de,candidato,o,,
106887,convencer,,,,
106888,declaração,convencer,,,
106889,convencer,,o,de,de
106890,declaração,convencer,Fleury,,
106891,de,declaração,,,
106892,declaração,convencer,continuar,,
106893,continuar,de,,,
106894,de,declaração,que,candidato,
106895,continuar,de,,,
106896,convencer,,,,
106897,,,declaração,não,prefeito
106898,prefeito,convencer,,,
106899,convencer,,algum,acompanhar,
106900,acompanhar,prefeito,,,
106901,acompanhar,prefeito,,,
106902,prefeito,convencer,que,ele,
106903,convencer,,,,
106904,aproveitar,,,,
106905,,,Fleury,viagem,para
106906,viagem,aproveitar,,,
106907,aproveitar,,o,,
106908,aproveitar,,responder,,
106909,para,aproveitar,a,,
106910,responder,para,secretário,,
106911,secretário,a,,,
106912,secretário,a,,,
106913,a,responder,o,ex-,José_Machado_de_Campos_Filho
106914,secretário,a,",",chamar,
106915,José_Machado_de_Campos_Filho,secretário,,,
106916,chamar,José_Machado_de_Campos_Filho,,,
106917,chamar,José_Machado_de_Campos_Filho,,,
106918,José_Machado_de_Campos_Filho,secretário,que,ele,de
106919,chamar,José_Machado_de_Campos_Filho,traidor,,
106920,de,chamar,,,
106921,chamar,José_Machado_de_Campos_Filho,apoiar,,
106922,apoiar,por,,,
106923,por,chamar,não,Quércia,
106924,apoiar,por,,,
106925,aproveitar,,,,
106926,faltar,dizer,,,
106927,faltar,dizer,querer,,
106928,querer,para,,,
106929,para,faltar,quem,ser,
106930,querer,para,candidato,,
106931,ser,querer,a,,
106932,candidato,ser,senado,,
106933,senado,a,,,
106934,a,candidato,o,,
106935,faltar,dizer,,,
106936,dizer,,«,para,","
106937,senso,faltar,,,
106938,faltar,dizer,bom,e,juízo
106939,senso,faltar,,,
106940,senso,faltar,,,
106941,faltar,dizer,,,
106942,dizer,,,,
106943,,,faltar,",",.
106944,dizer,,,,
106945,vir,declarar,,,
106946,vir,declarar,,,
106947,declarar,,«,ele,aqui
106948,vir,declarar,,,
106949,vir,declarar,,,
106950,vir,declarar,US$,",",%
106951,liberar,vir,milhão,,
106952,milhão,US$,,,
106953,US$,liberar,5,,
106954,liberar,vir,,,
106955,%,liberar,,,
106956,liberar,vir,1,de,
106957,%,liberar,valor,,
106958,valor,de,,,
106959,de,%,o,de,
106960,valor,de,obra,,
106961,obra,de,,,
106962,de,valor,o,,
106963,vir,declarar,,,
106964,vir,declarar,,,
106965,declarar,,,,
106966,,,vir,",",.
106967,declarar,,,,
106968,,,parcela,",",no_entanto
106969,parcela,haver,,,
106970,parcela,haver,,,
106971,haver,,um,pequeno,ser
106972,haver,,,,
106973,haver,,,,
106974,haver,,,,
106975,ser,parcela,,,
106976,parcela,haver,que,catastrofista,a
106977,ser,parcela,,,
106978,ser,parcela,ponto,,
106979,ponto,a,,,
106980,a,ser,o,de,
106981,ponto,a,afirmar,,
106982,de,ponto,conseguir,,
106983,conseguir,afirmar,,,
106984,conseguir,afirmar,,,
106985,conseguir,afirmar,,,
106986,afirmar,de,que,Lula,sequer
106987,conseguir,afirmar,posse,,
106988,tomar,conseguir,,,
106989,haver,,,,
106990,dizer,,,,
106991,,,Burle_Filho,combinar,.
106992,combinar,dizer,,,
106993,dizer,,que,ida,após
106994,ida,combinar,,,
106995,combinar,dizer,o,de,
106996,ida,combinar,auxiliar,,
106997,auxiliar,de,,,
106998,de,ida,seu,,
106999,combinar,dizer,telefonar,,
107000,após,combinar,para,,
107001,telefonar,após,colega,,
107002,colega,para,,,
107003,para,telefonar,seu,carioca,","
107004,colega,para,,,
107005,colega,para,,,
107006,colega,para,,,
107007,dizer,,,,
107008,dar,,,,
107009,,,eu,licença,.
107010,licença,dar,,,
107011,dar,,um,de,
107012,licença,dar,ano,,
107013,ano,de,,,
107014,de,licença,dois,",",acreditar
107015,ano,de,,,
107016,ano,de,ir,,
107017,ir,acreditar,,,
107018,exílio,ir,,,
107019,ir,acreditar,o,,
107020,acreditar,ano,que,exílio,neutralizar
107021,neutralizar,ir,,,
107022,ir,acreditar,eu,,
107023,dar,,,,
107024,,,família,",",e
107025,família,ter,,,
107026,ter,,um,para,
107027,família,ter,sustentar,,
107028,para,família,,,
107029,ter,,,,
107030,ter,,,,
107031,ter,,impedir,,
107032,impedir,pensar,,,
107033,impedir,pensar,,,
107034,impedir,pensar,,,
107035,pensar,ter,que,isso,eu
107036,impedir,pensar,fazer,,
107037,de,impedir,coisa,,
107038,coisa,fazer,,,
107039,fazer,de,qualquer,,
107040,ter,,,,
107041,lado,,,,
107042,,,outro,de,:
107043,lado,,Lara,,
107044,de,lado,,,
107045,lado,,,,
107046,estudar,lado,,,
107047,lado,,ela,canto,","
107048,estudar,lado,lírico,,
107049,canto,estudar,,,
107050,estudar,lado,,,
107051,estudar,lado,música,,
107052,adorar,estudar,,,
107053,estudar,lado,,,
107054,estudar,lado,cantar,,
107055,costumar,estudar,em,com,
107056,cantar,costumar,show,,
107057,em,cantar,e,jam_sessions,
107058,show,em,,,
107059,show,em,,,
107060,cantar,costumar,amigo,,
107061,com,cantar,,,
107062,lado,,,,
107063,idéia,surgir,,,
107064,surgir,,o,para,
107065,idéia,surgir,livro,,
107066,livro,para,,,
107067,para,idéia,o,,
107068,,,idéia,após,.
107069,surgir,,entrevista,,
107070,entrevista,após,,,
107071,após,surgir,um,fazer,a
107072,fazer,entrevista,,,
107073,fazer,entrevista,,,
107074,entrevista,após,que,Andréa,em
107075,fazer,entrevista,meado,,
107076,em,fazer,de,,
107077,meado,em,93,,
107078,de,meado,,,
107079,fazer,entrevista,Tokyo_Journal,,
107080,Tokyo_Journal,para,,,
107081,Tokyo_Journal,para,,,
107082,para,fazer,o,«,»
107083,Tokyo_Journal,para,,,
107084,fazer,entrevista,jogador,,
107085,jogador,com,,,
107086,com,fazer,o,Zico,","
107087,jogador,com,,,
107088,jogador,com,,,
107089,entrevista,após,época,,
107090,época,a,,,
107091,a,entrevista,o,,
107092,entrevista,após,em,,
107093,atuar,entrevista,Kashima,,
107094,Kashima,em,,,
107095,em,atuar,o,,
107096,surgir,,,,
107097,gostar,pasmar,direito,,
107098,direito,exercer,,,
107099,exercer,gostar,o,de,
107100,direito,exercer,estar,,
107101,estar,de,,,
107102,de,direito,não,a_favor_ou_contra,ninguém
107103,estar,de,,,
107104,estar,de,,,
107105,gostar,pasmar,,,
107106,pasmar,,exercer,",",aqui
107107,gostar,pasmar,,,
107108,gostar,pasmar,remar,,
107109,de,gostar,contra,e,manifestar
107110,remar,de,maré,,
107111,maré,contra,,,
107112,contra,remar,o,,
107113,remar,de,,,
107114,,,gostar,.,
107115,remar,de,otimismo,,
107116,otimismo,manifestar,,,
107117,manifestar,remar,meu,,
107118,pasmar,,,,
107119,dizer,,,,
107120,dizer,,,,
107121,,,eles,se,oposição
107122,dizer,,,,
107123,dizer,,,,
107124,dizer,,,,
107125,não,informar,,,
107126,informar,dizer,ainda,,
107127,dizer,,não,ir,
107128,combater,ir,,,
107129,informar,dizer,combater,,
107130,ir,informar,o_que,,
107131,dizer,,,,
107132,aceitar,,,,
107133,,,Havelange,engolir,e
107134,aceitar,,italiano,como,
107135,italiano,engolir,,,
107136,engolir,aceitar,o,Antonio_Matarrese,
107137,italiano,engolir,,,
107138,engolir,aceitar,executivo,,
107139,executivo,como,,,
107140,executivo,como,,,
107141,executivo,como,,,
107142,como,engolir,o,seu,vice-
107143,aceitar,,,,
107144,esquecer,aceitar,,,
107145,esquecer,aceitar,isso,,
107146,além_de,esquecer,,,
107147,esquecer,aceitar,,,
107148,aceitar,,",",além_de,","
107149,modo,esquecer,,,
107150,modo,esquecer,,,
107151,esquecer,aceitar,o,seu,autoritário
107152,modo,esquecer,,,
107153,esquecer,aceitar,,,
107154,esquecer,aceitar,entidade,de,
107155,entidade,coordenar,,,
107156,coordenar,esquecer,o,,
107157,coordenar,esquecer,maneira,,
107158,de,coordenar,colegiado,,
107159,maneira,de,,,
107160,aceitar,,,,
107161,saber,,,,
107162,saber,,,,
107163,,,e,eu,ser
107164,ser,saber,,,
107165,saber,,que,bofe,
107166,bofe,ser,,,
107167,ser,saber,tudo,,
107168,saber,,,,
107169,saber,,gay,,
107170,gay,parecer,,,
107171,parecer,saber,tudo,,
107172,saber,,,,
107173,ser,,de,,
107174,um,ser,injustiçado,,
107175,injustiçado,de,,,
107176,de,um,o,,
107177,,,um,Alfredo_Volpi,.
107178,ser,,",",receber,
107179,Alfredo_Volpi,ser,,,
107180,receber,Alfredo_Volpi,,,
107181,Alfredo_Volpi,ser,que,painel,
107182,um,painel,,,
107183,painel,receber,apenas,,
107184,receber,Alfredo_Volpi,um,",",com
107185,painel,receber,,,
107186,painel,receber,tela,,
107187,tela,com,,,
107188,com,painel,cinco,servir,
107189,servir,tela,,,
107190,tela,com,que,para,
107191,servir,tela,ilustrar,,
107192,para,servir,evolução,,
107193,evolução,ilustrar,,,
107194,evolução,ilustrar,,,
107195,ilustrar,para,seu,«,»
107196,evolução,ilustrar,,,
107197,evolução,ilustrar,figurativo,a,
107198,de,evolução,,,
107199,de,evolução,abstrato,,
107200,a,de,,,
107201,ser,,,,
107202,,,preciso,ter,.
107203,ser,,,,
107204,ter,ser,,,
107205,ser,,que,consciência,
107206,consciência,ter,,,
107207,ter,ser,o,de,
107208,consciência,ter,exigir,,
107209,exigir,de,,,
107210,tratado,exigir,,,
107211,tratado,exigir,,,
107212,exigir,de,o,nosso,","
107213,tratado,exigir,,,
107214,envolver,tratado,,,
107215,tratado,exigir,que,questão,
107216,envolver,tratado,transcendental,buscar,
107217,questão,envolver,,,
107218,buscar,questão,,,
107219,questão,envolver,que,circulação,sem
107220,circulação,buscar,,,
107221,buscar,questão,um,de,
107222,circulação,buscar,bem,,
107223,de,circulação,e,serviço,
107224,bem,de,,,
107225,bem,de,,,
107226,buscar,questão,barreira,,
107227,sem,buscar,entre,,
107228,barreira,sem,país,,
107229,país,entre,,,
107230,entre,barreira,nosso,,
107231,tratado,exigir,,,
107232,de,consciência,que,tratado,visão
107233,visão,exigir,,,
107234,exigir,de,um,de,
107235,visão,exigir,história,,
107236,história,de,,,
107237,de,visão,o,,
107238,ser,,,,
107239,ser,dizer,,,
107240,Rio,ser,,,
107241,ser,dizer,o,,
107242,ser,dizer,,,
107243,dizer,,«,Rio,sempre
107244,lugar,ser,,,
107245,ser,dizer,um,dar,
107246,dar,lugar,,,
107247,lugar,ser,que,exemplo,para
107248,dar,lugar,,,
107249,dar,lugar,Brasil,,
107250,Brasil,para,,,
107251,para,dar,o,,
107252,ser,dizer,,,
107253,dizer,,,,
107254,,,ser,",",corregedor
107255,corregedor,dizer,,,
107256,dizer,,o,eleitoral,
107257,corregedor,dizer,,,
107258,dizer,,,,
107259,dizer,,desfazer,,
107260,tentar,dizer,caráter,,
107261,caráter,desfazer,,,
107262,desfazer,tentar,o,de,atribuir
107263,caráter,desfazer,intervenção,,
107264,intervenção,de,,,
107265,de,caráter,«,branco,»
107266,intervenção,de,,,
107267,intervenção,de,,,
107268,caráter,desfazer,a,,
107269,atribuir,caráter,viagem,,
107270,viagem,a,,,
107271,viagem,a,,,
107272,a,atribuir,o,seu,a
107273,viagem,a,Rio_de_Janeiro,,
107274,Rio_de_Janeiro,a,,,
107275,a,viagem,o,,
107276,dizer,,,,
107277,historicismo,ser,,,
107278,ser,,afora,,
107279,ser,,,,
107280,ser,,,,
107281,,,historicismo,",",isso
107282,ser,,fator,,
107283,fator,menosprezar,,,
107284,menosprezar,ser,um,interno,","
107285,fator,menosprezar,a,,
107286,interno,fator,arte,,
107287,arte,a,,,
107288,a,interno,o,brasileiro,
107289,arte,a,,,
107290,fator,menosprezar,,,
107291,independer,fator,,,
107292,fator,menosprezar,que,de,
107293,independer,fator,contexto,,
107294,de,independer,internacional,,
107295,contexto,de,,,
107296,ser,,,,
107297,fanfarra,ficar,,,
107298,ficar,,o,compor,
107299,compor,fanfarra,,,
107300,compor,fanfarra,seguir,,
107301,a,compor,,,
107302,fanfarra,ficar,que,a,para
107303,compor,fanfarra,Dizem_que_É_Amor,,
107304,Dizem_que_É_Amor,para,,,
107305,para,compor,«,»,(
107306,Dizem_que_É_Amor,para,,,
107307,Dizem_que_É_Amor,para,,,
107308,Dizem_que_É_Amor,para,,,
107309,Dizem_que_É_Amor,para,só,não,em
107310,),Dizem_que_É_Amor,,,
107311,),Dizem_que_É_Amor,,,
107312,,,fanfarra,gravar,.
107313,gravar,ficar,,,
107314,ficar,,também,,
107315,),Dizem_que_É_Amor,memória,,
107316,memória,em,,,
107317,em,),o,de,
107318,memória,em,mundo,,
107319,mundo,de,,,
107320,de,memória,todo,,
107321,chutar,),,,
107322,chutar,),,,
107323,chutar,),vez,,
107324,vez,de,,,
107325,de,chutar,aquele,,
107326,chutar,),,,
107327,chutar,),,,
107328,chutar,),,,
107329,),Dizem_que_É_Amor,porque,",",de
107330,chutar,),trave,,
107331,trave,em,,,
107332,em,chutar,o,,
107333,ficar,,,,
107334,configurar,,modo,,
107335,modo,de,,,
107336,de,configurar,todo,,
107337,configurar,,,,
107338,parceria,configurar,,,
107339,parceria,configurar,e,longo,
107340,sólido,parceria,,,
107341,sólido,parceria,,,
107342,configurar,,um,sólido,
107343,configurar,,,,
107344,,,de,",",parceria
107345,configurar,,,,
107346,configurar,,comédia,,
107347,alternar,configurar,e,drama,
107348,comédia,alternar,,,
107349,comédia,alternar,variar,,
107350,qualidade,variar,,,
107351,variar,drama,cujo,cinematográfico,
107352,qualidade,variar,,,
107353,drama,comédia,qualidade,infinitamente,mais
107354,variar,drama,,,
107355,variar,drama,que,,
107356,mais,variar,virtude,,
107357,virtude,que,,,
107358,que,mais,o,de,
107359,virtude,que,trilha,,
107360,trilha,de,,,
107361,de,virtude,seu,sonoro,
107362,trilha,de,,,
107363,configurar,,,,
107364,,,dever,.,
107365,dever,entender,,,
107366,dever,entender,como,,
107367,palavra,dever,respeito,,
107368,como,palavra,",",atenção,e
107369,respeito,como,,,
107370,respeito,como,,,
107371,respeito,como,,,
107372,respeito,como,,,
107373,dever,entender,,,
107374,dever,entender,eficiência,,
107375,eficiência,incluir,,,
107376,incluir,dever,o,em,
107377,eficiência,incluir,prestação,,
107378,prestação,em,,,
107379,em,eficiência,o,de,
107380,prestação,em,serviço,,
107381,serviço,de,,,
107382,de,prestação,o,,
107383,dever,entender,,,
107384,entender,,que,palavra,","
107385,dever,entender,do_que,,
107386,muito,dever,nunca,,
107387,do_que,muito,,,
107388,dever,entender,,,
107389,dever,entender,conduta,,
107390,conduta,nortear,,,
107391,nortear,dever,nosso,,
107392,dever,entender,relação,,
107393,relação,em,,,
107394,em,dever,o,com,
107395,relação,em,cliente,,
107396,cliente,com,,,
107397,com,relação,nosso,,
107398,entender,,,,
107399,explicar,,ter,,
107400,ter,achar,,,
107401,ter,achar,,,
107402,achar,explicar,que,não,vocação
107403,ter,achar,político,,
107404,vocação,ter,,,
107405,explicar,,,,
107406,explicar,,,,
107407,,,achar,»,","
107408,explicar,,,,
107409,substituir,praticar,,,
107410,substituir,praticar,,,
107411,substituir,praticar,,,
107412,praticar,estar,se,eles,não
107413,pessoal,substituir,,,
107414,substituir,praticar,o,,
107415,ir,dizer,,,
107416,dizer,,",",estar,
107417,ir,dizer,praticar,,
107418,estar,ir,substituir,desobediência,
107419,praticar,estar,judicial,,
107420,desobediência,praticar,,,
107421,dizer,,,,
107422,dizer,,,,
107423,,,ir,»,","
107424,dizer,,,,
107425,dizer,,,,
107426,dever,dizer,,,
107427,eleitor,dever,,,
107428,dever,dizer,nenhum,evangélico,
107429,eleitor,dever,,,
107430,dizer,,«,eleitor,sentir
107431,sentir,dever,,,
107432,dever,dizer,se,culpar,
107433,sentir,dever,por,,
107434,culpar,sentir,ter,,
107435,por,culpar,opinião,,
107436,ter,por,diferente,,
107437,opinião,ter,de,,
107438,diferente,opinião,pastor,,
107439,pastor,de,,,
107440,de,diferente,seu,ou,líder
107441,pastor,de,,,
107442,pastor,de,espiritual,,
107443,líder,pastor,,,
107444,dever,dizer,,,
107445,dizer,,,,
107446,,,dever,",",cartilha
107447,cartilha,dizer,,,
107448,dizer,,o,,
107449,dizer,,,,
107450,dizer,,há,,
107451,morar,dizer,ano,,
107452,ano,há,,,
107453,há,morar,seis,,
107454,dizer,,,,
107455,dizer,,,,
107456,dizer,,,,
107457,,,morar,ali,","
107458,ver,dizer,,,
107459,ver,dizer,,,
107460,dizer,,que,nunca,período
107461,período,ver,,,
107462,ver,dizer,um,violento,
107463,violento,período,,,
107464,período,ver,tão,,
107465,dizer,,,,
107466,idéia,ser,,,
107467,ser,dizer,o,,
107468,dizer,,idéia,privilegiar,
107469,ser,dizer,o,,
107470,privilegiar,ser,de,e,feira
107471,o,privilegiar,qualidade,,
107472,qualidade,de,,,
107473,de,o,grande,,
107474,o,privilegiar,,,
107475,feira,o,,,
107476,o,privilegiar,o,estadual,
107477,feira,o,,,
107478,dizer,,,,
107479,dizer,,,,
107480,,,ser,»,","
107481,dizer,,,,
107482,dizer,,,,
107483,em,estar,,,
107484,estar,,também,isto,
107485,em,estar,,,
107486,estar,,,,
107487,,,em,Bôscoli,em
107488,estar,,elemento,,
107489,elemento,em,,,
107490,em,estar,seu,:,poder
107491,elemento,em,,,
107492,poder,elemento,,,
107493,elemento,em,pouco,ser,
107494,poder,elemento,viperino,ser,
107495,hilariantemente,viperino,,,
107496,viperino,ser,mais,,
107497,ser,poder,hilariantemente,,
107498,ser,ser,,,
107499,piada,ser,,,
107500,ser,ser,o,,
107501,dirigir,ser,,,
107502,ser,poder,desde_que,piada,dirigir
107503,ser,ser,não,contra,
107504,dirigir,ser,você,,
107505,contra,dirigir,,,
107506,estar,,,,
107507,,,cantora,e,haver
107508,cantora,citar,,,
107509,citar,,um,de,ou
107510,cantora,citar,bossa_nova,,
107511,bossa_nova,de,,,
107512,de,cantora,o,,
107513,cantora,citar,,,
107514,cantora,citar,de,de,
107515,estrela,cantora,televisão,,
107516,televisão,de,,,
107517,de,estrela,o,,
107518,estrela,cantora,ano,,
107519,ano,de,,,
107520,de,estrela,o,60,
107521,ano,de,,,
107522,citar,,,,
107523,citar,,chance,,
107524,chance,haver,,,
107525,haver,citar,pouco,de,
107526,chance,haver,ter,,
107527,ter,de,,,
107528,ter,de,,,
107529,namorar,ter,,,
107530,namorar,ter,,,
107531,de,chance,que,ele,namorar
107532,ter,de,não,ela,sempre
107533,namorar,ter,,,
107534,namorar,ter,impressão,,
107535,impressão,dar,,,
107536,dar,namorar,o,de,
107537,impressão,dar,fazer,,
107538,fazer,de,,,
107539,de,impressão,que,isto,por
107540,fazer,de,,,
107541,fazer,de,tarefa,,
107542,por,fazer,,,
107543,citar,,,,
107544,ser,,,,
107545,,,«,programa,.
107546,programa,ser,,,
107547,ser,,um,capaz,
107548,programa,ser,de,,
107549,capaz,programa,unir,,
107550,de,capaz,força,,
107551,força,unir,,,
107552,unir,de,todo,querer,
107553,querer,força,,,
107554,força,unir,que,levar,
107555,querer,força,Brasil,para,
107556,Brasil,levar,,,
107557,levar,querer,o,,
107558,levar,querer,Primeiro_Mundo,,
107559,Primeiro_Mundo,para,,,
107560,para,levar,o,,
107561,ser,,,,
107562,ser,passar,,,
107563,ser,passar,,,
107564,passar,,se,eu,você
107565,ser,passar,,,
107566,passar,,,,
107567,,,ser,",",a
107568,passar,,andar,,
107569,a,passar,de,,
107570,andar,a,táxi,,
107571,de,andar,especial,,
107572,táxi,de,,,
107573,passar,,,,
107574,passar,,conta,a,
107575,conta,apresentar,,,
107576,apresentar,passar,o,,
107577,apresentar,passar,concessionária,,
107578,concessionária,a,,,
107579,a,apresentar,o,,
107580,passar,,,,
107581,livro,estar,,,
107582,estar,,o,,
107583,,,livro,em,e
107584,estar,,parte,,
107585,parte,em,,,
107586,em,estar,toda,,
107587,estar,,,,
107588,ser,estar,,,
107589,estar,,eu,de,
107590,ser,estar,aquele,,
107591,de,ser,conseguir,,
107592,conseguir,aquele,,,
107593,conseguir,aquele,,,
107594,aquele,de,que,não,ver
107595,conseguir,aquele,imagem,em,
107596,imagem,ver,,,
107597,ver,conseguir,o,,
107598,ver,conseguir,dimensão,,
107599,dimensão,em,,,
107600,em,ver,outro,,
107601,estar,,,,
107602,Brasil,ser,,,
107603,ser,,o,,
107604,,,Brasil,país,mas
107605,país,ser,,,
107606,ser,,um,de,
107607,país,ser,Terceiro_Mundo,,
107608,Terceiro_Mundo,de,,,
107609,de,país,o,",",sem
107610,Terceiro_Mundo,de,,,
107611,sem,Terceiro_Mundo,,,
107612,Terceiro_Mundo,de,ainda,cara,e
107613,sem,Terceiro_Mundo,,,
107614,sem,Terceiro_Mundo,,,
107615,sem,Terceiro_Mundo,personalidade,,
107616,sem,sem,,,
107617,Terceiro_Mundo,de,,,
107618,ser,,,,
107619,ser,ser,de,,
107620,metade,ser,território,,
107621,território,de,,,
107622,território,de,,,
107623,de,metade,o,seu,
107624,ser,,metade,Hiléia,
107625,Hiléia,ser,,,
107626,ser,ser,o,",",ter
107627,Hiléia,ser,,,
107628,ter,Hiléia,,,
107629,Hiléia,ser,que,fascinar,
107630,ter,Hiléia,iluminar,,
107631,iluminar,fascinar,,,
107632,fascinar,ter,o,",",de
107633,iluminar,fascinar,,,
107634,iluminar,fascinar,Humboldt,a,
107635,de,iluminar,,,
107636,de,iluminar,Euclides_da_Cunha,,
107637,a,de,,,
107638,ser,,,,
107639,ser,,ameaçar,,
107640,ameaçar,acontecer,,,
107641,ameaçar,acontecer,,,
107642,ameaçar,acontecer,passo,,
107643,passo,em,,,
107644,em,ameaçar,o,de,caminhar
107645,passo,em,Jeca_Tatu,,
107646,de,passo,,,
107647,caminhar,passo,que,,
107648,em,caminhar,,,
107649,passo,em,em,,
107650,ameaçar,acontecer,,,
107651,Brasil,ameaçar,,,
107652,ameaçar,acontecer,o,,
107653,acontecer,ser,que,",",em
107654,ameaçar,acontecer,Hiléia,",",em
107655,Hiléia,transformar,,,
107656,transformar,ameaçar,o,,
107657,transformar,ameaçar,,,
107658,transformar,ameaçar,século,",",olhar
107659,século,em,,,
107660,em,transformar,o,21,
107661,século,em,,,
107662,em,transformar,,,
107663,olhar,em,,,
107664,olhar,em,,,
107665,olhar,em,,,
107666,em,transformar,que,já,nós
107667,olhar,em,cara,,
107668,com,olhar,feio,,
107669,cara,com,,,
107670,olhar,em,muro,,
107671,muro,por_cima_de,,,
107672,por_cima_de,olhar,o,,
107673,olhar,em,,,
107674,olhar,em,cinzeiro,,
107675,cinzeiro,em,,,
107676,cinzeiro,em,,,
107677,em,olhar,um,gigantesco,","
107678,cinzeiro,em,,,
107679,cinzeiro,em,de,,
107680,cheio,cinzeiro,cinza,e,de
107681,cinza,de,,,
107682,de,cheio,o,de,
107683,cinza,de,árvore,,
107684,árvore,de,,,
107685,de,cinza,o,,
107686,de,cheio,,,
107687,de,cheio,cinza,,
107688,cinza,de,,,
107689,de,de,o,de,
107690,cinza,de,índio,,
107691,índio,de,,,
107692,de,cinza,o,,
107693,ser,,,,
107694,Brasil,sair,,,
107695,sair,,o,,
107696,sair,,,,
