,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
97797,manter,a,a,externa,e
97798,política,manter,,,
97799,política,manter,,,
97800,assuntos,política,,,
97801,política,manter,muitos,internos,
97802,assuntos,política,,,
97803,manter,a,esfera,,
97804,esfera,fora_de,,,
97805,fora_de,manter,a,decisória,de
97806,esfera,fora_de,,,
97807,esfera,fora_de,UE,,
97808,UE,de,,,
97809,de,esfera,a,,
97810,manter,a,,,
97811,manter,a,simpatia,,
97812,simpatia,ganhando,,,
97813,ganhando,manter,a,britânica,
97814,simpatia,ganhando,,,
97815,teve,,,,
97816,temem,,,,
97817,temem,,de,,
97818,assessores,temem,federalista,,
97819,federalista,de,,,
97820,de,assessores,o,Delors,
97821,federalista,de,",",aumentou,","
97822,Delors,federalista,,,
97823,aumentou,Delors,,,
97824,aumentou,Delors,anos,,
97825,anos,em,,,
97826,em,aumentou,dez,,
97827,aumentou,Delors,presidência,,
97828,presidência,em,,,
97829,em,aumentou,a,de,
97830,presidência,em,CE,,
97831,CE,de,,,
97832,de,presidência,a,,
97833,Delors,federalista,que,em,em
97834,poderes,aumentou,,,
97835,aumentou,Delors,os,de,
97836,poderes,aumentou,cargo,,
97837,cargo,de,,,
97838,de,poderes,o,,
97839,aumentou,Delors,,,
97840,aumentou,Delors,em,,
97841,entrou,aumentou,conflito,,
97842,em,entrou,com,,
97843,conflito,em,Margaret_Thatcher,,
97844,com,conflito,(,antecessora,)
97845,Margaret_Thatcher,com,,,
97846,Margaret_Thatcher,com,de,,
97847,antecessora,Margaret_Thatcher,Major,,
97848,de,antecessora,,,
97849,Margaret_Thatcher,com,,,
97850,Delors,federalista,,,
97851,,,Já,assessores,sirva
97852,sirva,temem,,,
97853,escolha,sirva,,,
97854,sirva,temem,a,de,
97855,escolha,sirva,Santer,,
97856,de,escolha,,,
97857,temem,,que,escolha,para
97858,sirva,temem,enfraquecer,,
97859,para,sirva,poderes,,
97860,poderes,enfraquecer,,,
97861,enfraquecer,para,os,de,
97862,poderes,enfraquecer,presidente,,
97863,presidente,de,,,
97864,de,poderes,o,,
97865,sirva,temem,,,
97866,abriria,sirva,,,
97867,sirva,temem,o_que,caminho,
97868,abriria,sirva,para,,
97869,caminho,abriria,consolidar,,
97870,eixo,consolidar,,,
97871,consolidar,para,o,Alemanha-França,
97872,eixo,consolidar,,,
97873,para,caminho,eixo,domínio,
97874,domínio,consolidar,,,
97875,domínio,consolidar,,,
97876,consolidar,para,o,seu,
97877,sirva,temem,,,
97878,torna-,,,,
97879,torna-,,,,
97880,chegar,torna-,,,
97881,presidente,chegar,,,
97882,chegar,torna-,o,,
97883,torna-,,se,presidente,a
97884,chegar,torna-,posse,,
97885,posse,a,,,
97886,a,chegar,a,,
97887,chegar,torna-,estejam,,
97888,estejam,sem,,,
97889,sem,chegar,que,delineados,
97890,delineados,estejam,mínimo,,
97891,mínimo,em,,,
97892,em,delineados,o,,
97893,estejam,sem,em,",",divulgados
97894,delineados,estejam,,,
97895,delineados,estejam,,,
97896,delineados,estejam,,,
97897,delineados,estejam,,,
97898,delineados,estejam,setores,,
97899,setores,com,,,
97900,com,delineados,os,organizados,de
97901,setores,com,,,
97902,setores,com,sociedade,,
97903,sociedade,de,,,
97904,de,setores,a,,
97905,projetos,chegar,,,
97906,chegar,torna-,os,consubstanciem,
97907,consubstanciem,projetos,,,
97908,projetos,chegar,que,reformas,
97909,reformas,consubstanciem,,,
97910,consubstanciem,projetos,tais,,
97911,torna-,,,,
97912,,,Ora,",",chegar
97913,torna-,,,,
97914,mais,difícil,,,
97915,difícil,torna-,muito,,
97916,torna-,,mais,,
97917,torna-,,aprovar,,
97918,aprovar,fazê-,,,
97919,fazê-,torna-,los,em,em
97920,aprovar,fazê-,Congresso,,
97921,Congresso,em,,,
97922,em,aprovar,o,,
97923,aprovar,fazê-,prazo,,
97924,prazo,em,,,
97925,em,aprovar,o,de,
97926,prazo,em,semestre,,
97927,semestre,de,,,
97928,de,prazo,um,definido,
97929,semestre,de,por,,
97930,definido,semestre,FHC,,
97931,FHC,por,,,
97932,FHC,por,,,
97933,por,definido,o,próprio,
97934,torna-,,,,
97935,,,irônico,ver,:
97936,Seria,,,,
97937,Seria,,tendo,,
97938,chefes,tendo,,,
97939,tendo,ver,os,de,
97940,chefes,tendo,organizadas,,
97941,organizadas,de,,,
97942,organizadas,de,,,
97943,de,chefes,as,«,»
97944,organizadas,de,,,
97945,ver,Seria,chefes,ao_fundo,pregação
97946,tendo,ver,,,
97947,pregação,tendo,,,
97948,pregação,tendo,,,
97949,tendo,ver,a,seguinte,
97950,Seria,,,,
97951,fala,,,,
97952,fala,,,,
97953,,,Não,se,em
97954,fala,,cobrança,,
97955,cobrança,em,,,
97956,em,fala,a,de,
97957,cobrança,em,árbitros,,
97958,árbitros,de,,,
97959,de,cobrança,os,apitam,
97960,apitam,árbitros,,,
97961,árbitros,de,que,maldosamente,","
97962,apitam,árbitros,,,
97963,apitam,árbitros,,,
97964,apitam,árbitros,prejudicar,,
97965,para,apitam,equipe,,
97966,equipe,prejudicar,,,
97967,prejudicar,para,uma,,
97968,fala,,,,
97969,ponto,é,,,
97970,é,,Outro,,
97971,,,ponto,devem,.
97972,devem,é,,,
97973,bolas,devem,,,
97974,devem,é,as,vão,
97975,vão,bolas,,,
97976,bolas,devem,que,ser,
97977,vão,bolas,usadas,,
97978,ser,vão,em,,
97979,usadas,ser,campeonato,,
97980,campeonato,em,,,
97981,em,usadas,o,,
97982,escolhidas,ser,,,
97983,é,,que,bolas,ser
97984,devem,é,escolhidas,,
97985,ser,devem,não,por,
97986,escolhidas,ser,interesses,,
97987,por,escolhidas,comerciais,,
97988,interesses,por,,,
97989,é,,,,
97990,encontradas,foram,Miami,,
97991,Em,encontradas,,,
97992,foram,,,,
97993,bombas,foram,,,
97994,foram,,duas,caseiras,(
97995,bombas,foram,,,
97996,bombas,foram,,,
97997,bombas,foram,Molotov,,
97998,coquetéis,bombas,,,
97999,bombas,foram,,,
98000,,,",",bombas,encontradas
98001,foram,,Em,ontem,em_frente
98002,encontradas,foram,,,
98003,encontradas,foram,a,,
98004,em_frente,encontradas,revista,,
98005,revista,a,,,
98006,a,em_frente,a,cubana,Replica
98007,revista,a,,,
98008,Replica,revista,,,
98009,revista,a,«,»,","
98010,Replica,revista,,,
98011,Replica,revista,,,
98012,apóia,Replica,,,
98013,Replica,revista,que,negociações,para
98014,negociações,apóia,,,
98015,apóia,Replica,as,entre,
98016,negociações,apóia,Cuba,,
98017,entre,negociações,e,EUA,
98018,Cuba,entre,,,
98019,Cuba,entre,,,
98020,apóia,Replica,tentar,,
98021,para,apóia,resolver,,
98022,tentar,para,crise,,
98023,crise,resolver,,,
98024,resolver,tentar,a,,
98025,foram,,,,
98026,vêm,disse,,,
98027,disse,,Eles,de,com
98028,vêm,disse,trás,,
98029,de,vêm,,,
98030,vêm,disse,bola,,
98031,bola,com,,,
98032,com,vêm,a,,
98033,vêm,disse,,,
98034,dificultam,vêm,,,
98035,vêm,disse,nos,,
98036,disse,,,,
98037,disse,,,,
98038,,,vêm,»,","
98039,disse,,,,
98040,é,,,,
98041,,,Também,necessário,alertar
98042,é,,,,
98043,é,,sociedade,para,
98044,sociedade,alertar,,,
98045,sociedade,alertar,,,
98046,alertar,é,toda,a,
98047,alertar,é,importância,,
98048,importância,para,,,
98049,para,alertar,a,de,
98050,importância,para,reduzir,,
98051,reduzir,de,,,
98052,de,importância,se,perdas,
98053,perdas,reduzir,,,
98054,reduzir,de,as,de,
98055,perdas,reduzir,alimentos,,
98056,de,perdas,,,
98057,é,,,,
98058,suponha,,,,
98059,,,Agora,vire,.
98060,vire,suponha,,,
98061,economia,vire,,,
98062,vire,suponha,a,toda,
98063,economia,vire,,,
98064,suponha,,que,economia,bando
98065,bando,vire,,,
98066,vire,suponha,um,de,
98067,bando,vire,gente,e,de
98068,de,bando,ganha,,
98069,ganha,gente,,,
98070,gente,de,que,mesada,
98071,ganha,gente,,,
98072,de,bando,,,
98073,de,bando,gente,,
98074,de,de,dá,,
98075,dá,gente,,,
98076,gente,de,que,mesada,
98077,dá,gente,,,
98078,suponha,,,,
98079,,,mais_ou_menos,o,","
98080,É,,,,
98081,É,,está,,
98082,está,o,,,
98083,o,É,que,acontecendo,
98084,está,o,em,,
98085,acontecendo,está,discussão,,
98086,discussão,em,,,
98087,em,acontecendo,a,de,com
98088,discussão,em,tem,,
98089,tem,de,,,
98090,de,discussão,quem,imóvel,
98091,tem,de,,,
98092,discussão,em,paga,,
98093,paga,com,,,
98094,com,discussão,quem,aluguel,
98095,aluguel,paga,,,
98096,paga,com,o,,
98097,É,,,,
98098,É,,,,
98099,É,,,,
98100,,,horticultores,é,preciso
98101,horticultores,A,,,
98102,A,,os,,
98103,A,,,,
98104,A,,,,
98105,A,,informações,para,e
98106,oferecer,A,de,seguras,
98107,informações,oferecer,mercado,,
98108,de,informações,,,
98109,informações,oferecer,e,atuais,
98110,seguras,informações,,,
98111,seguras,informações,,,
98112,oferecer,A,programação,,
98113,programação,para,,,
98114,para,oferecer,a,de,
98115,programação,para,produção,,
98116,produção,de,,,
98117,de,programação,a,,
98118,oferecer,A,,,
98119,oferecer,A,alternativas,,
98120,alternativas,desenvolver,,,
98121,desenvolver,oferecer,novas,para,
98122,alternativas,desenvolver,acondicionamento,,
98123,acondicionamento,para,,,
98124,para,alternativas,o,e,embalagem
98125,acondicionamento,para,,,
98126,acondicionamento,para,,,
98127,acondicionamento,para,produtos,,
98128,produtos,de,,,
98129,de,acondicionamento,os,,
98130,A,,,,
98131,motivo,é,,,
98132,é,,O,,
98133,,,motivo,obriga,.
98134,obriga,é,,,
98135,obriga,é,,,
98136,é,,que,ele,empresa
98137,empresa,obriga,,,
98138,obriga,é,a,contratar,
98139,contratar,empresa,,,
98140,empresa,obriga,que,jovens,
98141,contratar,empresa,,,
98142,obriga,é,manter,,
98143,a,obriga,tutor,,
98144,tutor,manter,,,
98145,manter,a,um,para,
98146,tutor,manter,ensinar,,
98147,para,tutor,trabalho,a,
98148,trabalho,ensinar,,,
98149,ensinar,para,o,,
98150,ensinar,para,empregados,,
98151,empregados,a,,,
98152,empregados,a,,,
98153,a,ensinar,os,novos,
98154,é,,,,
98155,,,motivos,.,
98156,motivos,Por,,,
98157,Por,,dois,:,indisponibilidade
98158,motivos,Por,,,
98159,indisponibilidade,motivos,,,
98160,indisponibilidade,motivos,,,
98161,indisponibilidade,motivos,,,
98162,motivos,Por,primeiro,",",a
98163,indisponibilidade,motivos,escritor,,
98164,escritor,de,,,
98165,de,indisponibilidade,o,",",estava
98166,escritor,de,,,
98167,estava,escritor,,,
98168,estava,escritor,,,
98169,estava,escritor,,,
98170,escritor,de,que,simplesmente,não
98171,estava,escritor,em,,
98172,interessado,estava,percorrer,,
98173,em,interessado,Estados_Unidos,ou,debater
98174,Estados_Unidos,percorrer,,,
98175,percorrer,em,os,,
98176,percorrer,em,,,
98177,percorrer,em,idéias,,
98178,idéias,debater,,,
98179,debater,percorrer,suas,,
98180,indisponibilidade,motivos,,,
98181,tornaram,indisponibilidade,,,
98182,tornaram,indisponibilidade,,,
98183,comentários,tornaram,,,
98184,tornaram,indisponibilidade,seus,sobre,
98185,comentários,tornaram,decadência,,
98186,decadência,sobre,,,
98187,decadência,sobre,,,
98188,sobre,comentários,a,«,moral
98189,decadência,sobre,,,
98190,decadência,sobre,,,
98191,decadência,sobre,Ocidente,,
98192,Ocidente,de,,,
98193,de,decadência,o,,
98194,tornaram,indisponibilidade,,,
98195,tornaram,indisponibilidade,,,
98196,indisponibilidade,motivos,segundo,",",comentários
98197,tornaram,indisponibilidade,,,
98198,Por,,,,
98199,Sei,,,,
98200,,,«,terei,.
98201,terei,Sei,,,
98202,terei,Sei,,,
98203,Sei,,que,jamais,chance
98204,chance,terei,,,
98205,terei,Sei,uma,de,
98206,chance,terei,trabalhar,,
98207,de,chance,calmamente,de_novo,
98208,calmamente,trabalhar,,,
98209,trabalhar,de,tão,,
98210,trabalhar,de,,,
98211,Sei,,,,
98212,,,noticiei,.,
98213,noticiei,Foi,,,
98214,Foi,,quando,estava,
98215,estava,noticiei,,,
98216,estava,noticiei,,,
98217,noticiei,Foi,que,Fernando_Henrique,em
98218,estava,noticiei,contatos,,
98219,em,estava,sigilosos,com,
98220,contatos,em,,,
98221,contatos,em,governo,,
98222,governo,com,,,
98223,com,contatos,o,Figueiredo,
98224,governo,com,,,
98225,estava,noticiei,,,
98226,estava,noticiei,plano,,
98227,plano,oferecendo,,,
98228,oferecendo,estava,um,de,
98229,plano,oferecendo,conciliação,,
98230,de,plano,entre,,
98231,conciliação,de,regime,,
98232,regime,entre,,,
98233,entre,conciliação,o,exauria,e
98234,exauria,regime,,,
98235,exauria,regime,,,
98236,regime,entre,que,se,
98237,regime,entre,,,
98238,regime,entre,nasceria,,
98239,nasceria,o,,,
98240,o,regime,que,,
98241,Foi,,,,
98242,tivera,,,,
98243,,,Tancredo,com,conflitos
98244,tivera,,governo,,
98245,governo,com,,,
98246,com,tivera,o,,
98247,tivera,,impeditivos,",",aqueles
98248,conflitos,tivera,,,
98249,conflitos,tivera,,,
98250,conflitos,tivera,levaram,,
98251,levaram,aqueles,,,
98252,levaram,aqueles,,,
98253,aqueles,conflitos,que,o,a
98254,levaram,aqueles,dissolver,,
98255,a,levaram,PP,,
98256,PP,dissolver,,,
98257,dissolver,a,o,de,
98258,PP,dissolver,então,,
98259,de,PP,,,
98260,tivera,,,,
98261,preciso,,,,
98262,,,Não,repetir,.
98263,preciso,,",",agora,","
98264,repetir,preciso,,,
98265,repetir,preciso,,,
98266,repetir,preciso,,,
98267,era,repetir,,,
98268,repetir,preciso,quem,homem,
98269,homem,era,,,
98270,era,repetir,o,apresentava,
98271,apresentava,homem,,,
98272,apresentava,homem,,,
98273,homem,era,que,Fernando_Henrique,como
98274,apresentava,homem,adequado,,
98275,como,apresentava,,,
98276,apresentava,homem,plano,,
98277,plano,a,,,
98278,a,apresentava,o,,
98279,apresentava,homem,,,
98280,apresentava,homem,argumento,,
98281,argumento,sob,,,
98282,sob,apresentava,o,de,
98283,argumento,sob,tinha,,
98284,tinha,de,,,
98285,de,argumento,que,trânsito,para
98286,tinha,de,em,,
98287,trânsito,tinha,esquerdas,,
98288,esquerdas,em,,,
98289,em,trânsito,as,,
98290,tinha,de,encabeçar,,
98291,para,tinha,pacto,,
98292,pacto,encabeçar,,,
98293,encabeçar,para,um,conciliador,
98294,pacto,encabeçar,,,
98295,preciso,,,,
98296,professor,vive,,,
98297,vive,,O,Leitão_de_Abreu,","
98298,professor,vive,,,
98299,professor,vive,,,
98300,era,professor,,,
98301,professor,vive,que,ministro,
98302,era,professor,de,,
98303,ministro,era,Gabinete_Civil,,
98304,Gabinete_Civil,de,,,
98305,de,ministro,o,,
98306,professor,vive,,,
98307,vive,,,,
98308,,,professor,não,para
98309,vive,,confirmar,,
98310,para,vive,visitas,,
98311,visitas,confirmar,,,
98312,confirmar,para,as,ofertantes,de
98313,visitas,confirmar,,,
98314,visitas,confirmar,Fernando_Henrique,,
98315,de,visitas,,,
98316,vive,,,,
98317,experimente,,,,
98318,,,Pois,ir,","
98319,experimente,,a,",",por_exemplo
98320,ir,experimente,show,,
98321,show,a,,,
98322,a,ir,um,de,
98323,show,a,música,,
98324,de,show,,,
98325,ir,experimente,,,
98326,ir,experimente,,,
98327,ir,experimente,,,
98328,ir,experimente,Tim_Maia,em,
98329,ofender,ir,ou,João_Gilberto,
98330,Tim_Maia,ofender,,,
98331,Tim_Maia,ofender,,,
98332,ofender,ir,boca,,
98333,boca,em,,,
98334,em,ofender,a,de,
98335,boca,em,palco,,
98336,palco,de,,,
98337,de,boca,o,,
98338,experimente,,,,
98339,experimente,,,,
98340,verá,experimente,,,
98341,experimente,,você,foi,
98342,foi,verá,,,
98343,atitude,foi,,,
98344,foi,verá,a,de,
98345,atitude,foi,Edmundo,,
98346,de,atitude,,,
98347,verá,experimente,que,atitude,","
98348,foi,verá,,,
98349,foi,verá,mínimo,,
98350,mínimo,em,,,
98351,em,foi,o,,
98352,foi,verá,,,
98353,foi,verá,,,
98354,experimente,,,,
98355,Japão,é,,,
98356,é,,O,,
98357,,,Japão,alvo,por
98358,alvo,é,,,
98359,alvo,é,,,
98360,é,,o,principal,de
98361,alvo,é,lista,,
98362,lista,de,,,
98363,de,alvo,a,,
98364,é,,barreiras,,
98365,por,é,a,,
98366,barreiras,por,produtos,,
98367,produtos,a,,,
98368,a,barreiras,os,",",serviços
98369,produtos,a,,,
98370,produtos,a,,,
98371,produtos,a,,,
98372,produtos,a,norte-americanos,",",colaboraram
98373,investimentos,produtos,,,
98374,investimentos,produtos,,,
98375,colaboraram,investimentos,,,
98376,colaboraram,investimentos,USTR,,
98377,USTR,segundo,,,
98378,segundo,colaboraram,o,,
98379,colaboraram,investimentos,,,
98380,investimentos,produtos,que,segundo,","
98381,colaboraram,investimentos,atingisse,,
98382,atingisse,para,,,
98383,déficit,atingisse,,,
98384,atingisse,para,o,de,em
98385,déficit,atingisse,EUA,,
98386,EUA,de,,,
98387,de,déficit,os,,
98388,déficit,atingisse,comércio,,
98389,comércio,em,,,
98390,em,déficit,o,com,
98391,comércio,em,japoneses,,
98392,japoneses,com,,,
98393,com,comércio,os,,
98394,para,colaboraram,que,déficit,US$
98395,atingisse,para,bilhões,,
98396,bilhões,US$,,,
98397,US$,atingisse,60,,
98398,atingisse,para,ano,,
98399,ano,em,,,
98400,em,atingisse,o,passado,
98401,ano,em,,,
98402,é,,,,
98403,relatório,dedica,,,
98404,dedica,,O,,
98405,,,relatório,páginas,a
98406,páginas,dedica,,,
98407,dedica,,42,,
98408,dedica,,Japão,,
98409,Japão,a,,,
98410,a,dedica,o,",",são
98411,Japão,a,,,
98412,são,Japão,,,
98413,barreiras,são,,,
98414,são,Japão,cujas,a,
98415,barreiras,são,importação,,
98416,importação,a,,,
98417,a,barreiras,a,de,
98418,importação,a,produtos,,
98419,de,importação,e,serviços,
98420,produtos,de,,,
98421,produtos,de,,,
98422,Japão,a,«,barreiras,maiores
98423,maiores,são,,,
98424,são,Japão,muito,do_que,
98425,maiores,são,as,,
98426,do_que,maiores,de,,
98427,as,do_que,membros,,
98428,membros,de,,,
98429,membros,de,,,
98430,de,as,os,demais,de
98431,membros,de,Grupo_dos_Sete,,
98432,Grupo_dos_Sete,de,,,
98433,de,membros,o,(,países
98434,Grupo_dos_Sete,de,,,
98435,Grupo_dos_Sete,de,industrializados,,
98436,industrializados,países,,,
98437,países,Grupo_dos_Sete,mais,,
98438,Grupo_dos_Sete,de,,,
98439,são,Japão,,,
98440,são,Japão,entrave,,
98441,entrave,representam,,,
98442,representam,são,um,inaceitável,a
98443,entrave,representam,,,
98444,entrave,representam,sistema,,
98445,sistema,a,,,
98446,a,entrave,o,de,
98447,sistema,a,comércio,,
98448,de,sistema,global,,
98449,comércio,de,,,
98450,são,Japão,,,
98451,dedica,,,,
98452,reinstalaram,,em,Japão,
98453,Tendo,reinstalaram,mente,,
98454,em,Tendo,,,
98455,Japão,Tendo,,,
98456,Tendo,reinstalaram,o,,
98457,reinstalaram,,,,
98458,EUA,reinstalaram,,,
98459,reinstalaram,,os,,
98460,,,Tendo,",",EUA
98461,reinstalaram,,,,
98462,cláusula,reinstalaram,,,
98463,reinstalaram,,a,conhecida,
98464,cláusula,reinstalaram,como,,
98465,conhecida,cláusula,Super-301,,
98466,como,conhecida,",",mecanismo,
98467,Super-301,como,,,
98468,Super-301,como,legal,amplia,
98469,mecanismo,Super-301,,,
98470,amplia,mecanismo,,,
98471,mecanismo,Super-301,que,poderes,
98472,poderes,amplia,,,
98473,amplia,mecanismo,os,de,
98474,poderes,amplia,retaliação,,
98475,de,poderes,comercial,de,
98476,retaliação,de,,,
98477,retaliação,de,Casa_Branca,,
98478,Casa_Branca,de,,,
98479,de,retaliação,a,,
98480,reinstalaram,,,,
98481,presidente,é,,,
98482,é,,Todo,,
98483,,,presidente,autoridade,e
98484,autoridade,é,,,
98485,é,,uma,pública,
98486,autoridade,é,,,
98487,é,,,,
98488,é,,cuidar,,
98489,deve,é,de,,
98490,cuidar,deve,imagem,,
98491,imagem,de,,,
98492,de,cuidar,a,de,
98493,imagem,de,aquilo,,
98494,de,imagem,representa,,
98495,representa,aquilo,,,
98496,representa,aquilo,,,
98497,aquilo,de,que,ele,
98498,é,,,,
98499,foi,,,,
98500,,,Não,difícil,encontrar
98501,foi,,,,
98502,foi,,patrocinadores,,
98503,encontrar,foi,para,,
98504,patrocinadores,encontrar,projeto,,
98505,projeto,para,,,
98506,para,patrocinadores,o,,
98507,foi,,,,
98508,foi,,Antonio_Carlos_de_Moura,,
98509,segundo,foi,",",35,","
98510,Antonio_Carlos_de_Moura,segundo,,,
98511,Antonio_Carlos_de_Moura,segundo,,,
98512,Antonio_Carlos_de_Moura,segundo,,,
98513,Antonio_Carlos_de_Moura,segundo,comercial,de,
98514,diretor,Antonio_Carlos_de_Moura,,,
98515,diretor,Antonio_Carlos_de_Moura,empresa,,
98516,empresa,de,,,
98517,de,diretor,a,Folha_da_Manhã_S/A,","
98518,empresa,de,,,
98519,empresa,de,,,
98520,edita,empresa,,,
98521,empresa,de,que,Folha,
98522,Folha,edita,,,
98523,edita,empresa,a,,
98524,foi,,,,
98525,,,seja,.,
98526,seja,Imagino,,,
98527,seja,Imagino,maioria,,
98528,maioria,para,,,
98529,maioria,para,,,
98530,para,seja,a,grande,de
98531,maioria,para,políticos,,
98532,políticos,de,,,
98533,de,maioria,os,,
98534,seja,Imagino,,,
98535,Imagino,,que,para,este
98536,momento,seja,,,
98537,seja,Imagino,o,de,
98538,momento,seja,glória,,
98539,de,momento,,,
98540,exercita,seja,,,
98541,seja,Imagino,porque,considera,
98542,considera,exercita,,,
98543,exercita,seja,o_que,virtude,
98544,virtude,considera,,,
98545,considera,exercita,uma,:,arte
98546,virtude,considera,,,
98547,arte,virtude,,,
98548,virtude,considera,a,de,","
98549,arte,virtude,esperteza,,
98550,esperteza,de,,,
98551,de,arte,a,,
98552,arte,virtude,,,
98553,política,arte,,,
98554,arte,virtude,a,segundo,
98555,política,arte,cânones,,
98556,cânones,segundo,,,
98557,segundo,política,os,herdados,
98558,cânones,segundo,de,,
98559,herdados,cânones,tradição,,
98560,tradição,de,,,
98561,tradição,de,,,
98562,de,herdados,a,velha,de
98563,tradição,de,raposas,,
98564,raposas,de,,,
98565,de,tradição,as,políticas,
98566,raposas,de,,,
98567,Imagino,,,,
98568,,,orgulhe,.,
98569,orgulhe,Há,,,
98570,orgulhe,Há,,,
98571,Há,,quem,se,de
98572,orgulhe,Há,golpes,,
98573,golpes,de,,,
98574,de,orgulhe,os,consegue,
98575,consegue,golpes,,,
98576,golpes,de,que,imaginar,
98577,consegue,golpes,,,
98578,orgulhe,Há,,,
98579,orgulhe,Há,artimanhas,com,
98580,confunda,orgulhe,,,
98581,confunda,orgulhe,estratégia,,
98582,com,confunda,,,
98583,Há,,,,
98584,vamos,dizia,,,
98585,vamos,dizia,,,
98586,dizia,,«,Nós,colocar
98587,vamos,dizia,campanha,em,
98588,campanha,colocar,,,
98589,colocar,vamos,a,,
98590,colocar,vamos,rua,,
98591,rua,em,,,
98592,em,colocar,a,,
98593,vamos,dizia,,,
98594,dizia,,,,
98595,,,vamos,",",","
98596,dizia,,,,
98597,dizia,,,,
98598,dizia,,,,
98599,letras,são,,,
98600,são,,As,irônicas,","
98601,letras,são,,,
98602,letras,são,,,
98603,letras,são,,,
98604,letras,são,,,
98605,letras,são,tenham,,
98606,tenham,denunciando,,,
98607,músicos,tenham,,,
98608,tenham,denunciando,os,,
98609,estudado,tenham,,,
98610,denunciando,letras,que,músicos,estudado
98611,tenham,denunciando,talvez,demais,
98612,demais,estudado,,,
98613,estudado,tenham,um_pouco,,
98614,,,letras,gritadas,.
98615,são,,,,
98616,são,,,,
98617,ladrão,verificou,,,
98618,verificou,,O,,
98619,,,ladrão,era,e
98620,era,verificou,,,
98621,verificou,,qual,saldo,
98622,saldo,era,,,
98623,era,verificou,o,de,
98624,saldo,era,conta,,
98625,conta,de,,,
98626,de,saldo,a,de,
98627,conta,de,Maria_Estela,,
98628,de,conta,,,
98629,verificou,,,,
98630,retirou,verificou,,,
98631,retirou,verificou,,,
98632,retirou,verificou,,,
98633,verificou,,",",em_seguida,","
98634,retirou,verificou,225,,
98635,R$,retirou,,,
98636,retirou,verificou,caixa,,
98637,caixa,de,,,
98638,de,retirou,o,,
98639,verificou,,,,
98640,pegou,,de,,
98641,Antes,pegou,ir,,
98642,de,Antes,embora,,
98643,ir,de,,,
98644,pegou,,,,
98645,ladrão,pegou,,,
98646,pegou,,o,,
98647,,,Antes,",",ladrão
98648,título,pegou,,,
98649,pegou,,o,de,e
98650,título,pegou,eleitor,,
98651,de,título,,,
98652,título,pegou,,,
98653,CIC,título,,,
98654,título,pegou,o,de,
98655,CIC,título,assistente,,
98656,assistente,de,,,
98657,de,CIC,a,de,
98658,assistente,de,secretaria,,
98659,de,assistente,,,
98660,pegou,,,,
98661,jogou,pegou,,,
98662,pegou,,os,atrás_de,
98663,jogou,pegou,caixa,,
98664,caixa,atrás_de,,,
98665,atrás_de,jogou,o,,
98666,pegou,,,,
98667,disse,afirmou,,,
98668,disse,afirmou,,,
98669,afirmou,,«,Ele,era
98670,era,disse,,,
98671,disse,afirmou,que,para,
98672,era,disse,apanhá-,e,para
98673,apanhá-,para,,,
98674,para,era,eu,los,
98675,apanhá-,para,,,
98676,para,era,,,
98677,para,era,tentar,,
98678,tentar,para,,,
98679,para,para,não,reagir,
98680,tentar,para,e,impedir,fuga
98681,reagir,tentar,,,
98682,reagir,tentar,,,
98683,fuga,reagir,,,
98684,reagir,tentar,sua,,
98685,disse,afirmou,,,
98686,afirmou,,,,
98687,,,disse,",",Maria_Estela
98688,afirmou,,,,
98689,afirmou,,,,
98690,adiantará,,Serra,,
98691,Para,adiantará,,,
98692,adiantará,,,,
98693,for,adiantará,,,
98694,aprovada,for,,,
98695,adiantará,,se,aprovada,emenda
98696,for,adiantará,não,,
98697,emenda,for,,,
98698,for,adiantará,a,constitucional,desvincula
98699,emenda,for,,,
98700,desvincula,emenda,,,
98701,emenda,for,que,de,receitas
98702,desvincula,emenda,fundos,,
98703,fundos,de,,,
98704,de,desvincula,os,de,
98705,fundos,de,participação,,
98706,de,fundos,de,,
98707,participação,de,Estados,,
98708,Estados,de,,,
98709,de,participação,os,e,municípios
98710,Estados,de,,,
98711,Estados,de,,,
98712,receitas,desvincula,,,
98713,desvincula,emenda,as,de,
98714,receitas,desvincula,tributos,,
98715,tributos,de,,,
98716,tributos,de,,,
98717,de,receitas,os,novos,
98718,adiantará,,,,
98719,adiantará,,nada,,
98720,de,adiantará,,,
98721,,,Para,",",for
98722,aumento,adiantará,,,
98723,adiantará,,o,de,
98724,aumento,adiantará,impostos,,
98725,de,aumento,,,
98726,adiantará,,,,
98727,prazo,é,,,
98728,é,disse,O,,
98729,disse,,prazo,curto,e
98730,é,disse,,,
98731,é,disse,,,
98732,adversários,são,,,
98733,são,é,os,,
98734,é,disse,adversários,muitos,
98735,são,é,,,
98736,disse,,,,
98737,disse,,,,
98738,,,é,»,","
98739,disse,,,,
98740,disse,,,,
98741,será,,ele,,
98742,Para,será,,,
98743,será,,,,
98744,semana,será,,,
98745,semana,será,,,
98746,será,,a,próxima,
98747,,,Para,",",semana
98748,será,,,,
98749,será,,governo,,
98750,governo,para,,,
98751,para,será,o,,
98752,será,,,,
98753,votadas,ser,,,
98754,MPs,terão,,,
98755,terão,será,as,tratam,
98756,tratam,MPs,,,
98757,MPs,terão,que,de,
98758,tratam,MPs,aumento,,
